{9AEE29AE-3676-4D1F-9196-0A49D2A18F85}","290000","2015-04-10 00:00","KT22 7SL","S","N","F","57","","KINGSTON ROAD","","LEATHERHEAD","MOLE VALLEY","SURREY","A","A
{74DD129E-133C-43EC-A8BD-0A49EC73A110}","340000","2015-07-31 00:00","CB4 2ND","D","Y","F","138","","CAMPKIN ROAD","","CAMBRIDGE","CAMBRIDGE","CAMBRIDGESHIRE","A","A
{9B0CEACD-1674-46B0-8795-0A4A019DF1FC}","132000","2015-06-30 00:00","DL9 4DN","S","N","F","9","","LINTON RISE","","CATTERICK GARRISON","RICHMONDSHIRE","NORTH YORKSHIRE","A","A
{55399E83-4FFC-4AF8-A76E-0A4A0C992EC2}","94000","2015-02-16 00:00","DE23 8NP","T","N","F","33","","BECHER STREET","","DERBY","CITY OF DERBY","CITY OF DERBY","A","A
{6632D3B8-FDDF-48A9-BB5D-1173427ADCEB}","965000","2015-06-19 00:00","SE3 7AN","S","N","F","29","","HEATHWAY","","LONDON","GREENWICH","GREATER LONDON","A","A
{AAEC183A-8275-40AC-ADE0-11735FD2DADB}","642000","2015-05-08 00:00","SW20 8BB","T","N","F","1B","","CLIFTON PARK AVENUE","","LONDON","MERTON","GREATER LONDON","A","A
{B51817FB-B0A1-4B8C-95DC-117361AB2E78}","615000","2015-08-28 00:00","BS9 2AU","S","N","F","7","","RAYLEIGH ROAD","","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","A","A
{E9C66D07-A363-4CAE-A34A-117369F84A06}","175000","2015-08-07 00:00","SO41 0LW","T","N","F","26","","RODBOURNE CLOSE","EVERTON","LYMINGTON","NEW FOREST","HAMPSHIRE","A","A
{C9E33F93-1BCC-4DEC-918D-0326096B072B}","85000","2015-05-22 00:00","PE27 5EW","F","N","L","RIVERMILL HOUSE","FLAT 7","LONDON ROAD","","ST IVES","HUNTINGDONSHIRE","CAMBRIDGESHIRE","A","A
{FC7602C4-6C75-4E05-8423-03263BAD755C}","203000","2015-04-21 00:00","CV10 0BT","S","N","F","34","","CARISBROOK ROAD","","NUNEATON","NUNEATON AND BEDWORTH","WARWICKSHIRE","A","A
