{19A6BAAC-E06A-4992-92BC-034B42130C67}', '40000', '1995-04-13 00:00', 'NN11 9EE', 'D', 'N', 'F', '1', '', 'CONISTON CLOSE', 'DAVENTRY', 'DAVENTRY', 'DAVENTRY', 'NORTHAMPTONSHIRE', 'A', 'A'
{D6B085CF-C19D-4FEB-B18F-119CD79B9B94}', '152500', '1995-12-08 00:00', 'SE9 4RX', 'D', 'N', 'F', 'THE CROFT', '', 'MOTTINGHAM LANE', 'LONDON', 'LONDON', 'BROMLEY', 'GREATER LONDON', 'A', 'A'
